,business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_phone_number,inspection_date,inspection_score,risks
393,7214,SUN FAT SEAFOOD,2687 MISSION St,94110,37.754094,-122.418586,14155289339,7/26/18,87,"Unclean nonfood contact surfaces, Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Unclean or unsanitary food contact surfaces"
397,5844,CLARENDON ELEMENTARY SCHOOL,500 CLARENDON Ave,94131,37.751552000000004,-122.45651699999999,14155752796,2/28/18,96,Reservice of previously served foods
398,3819,SAFEWAY #667,5290 DIAMOND HEIGHTS Blvd,94131,37.744076,-122.43868400000001,14155827744,9/18/18,96,Moderate risk food holding temperature
399,1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,94110,37.748855,-122.41813400000001,14155286927,9/19/18,86,"Unsanitary employee garments hair or nails, Unclean or degraded floors walls or ceilings, Unclean nonfood contact surfaces, Improper or defective plumbing, Inadequate food safety knowledge or lack of certified food safety manager, Low risk vermin infestation"
405,5212,MARTIN DE PORRES HOUSE OF HOSP,225 Potrero Ave,94103,37.766759,-122.40757099999999,14155550240,5/22/18,85,"Improper cooling methods, Inadequately cleaned or sanitized food contact surfaces, Moderate risk food holding temperature"
408,61736,Rosamunde Sausage Grill,2832 MISSION St,94110,37.751587,-122.418444,14155307170,9/18/18,92,"Inadequate dressing rooms or improper storage of personal items, Unclean or degraded floors walls or ceilings, Employee eating or smoking"
411,1926,LINCOLN PARK BAR AND GRILL,300 34th Ave,94121,37.782971,-122.496324,14155222254,9/19/18,92,"Unclean unmaintained or improperly constructed toilet facilities, Inadequately cleaned or sanitized food contact surfaces, Unapproved or unmaintained equipment or utensils"
414,18800,7-Mission Restaurant,150 07th St,94103,37.778546999999996,-122.41013000000001,14155863298,12/13/17,92,"Improper thawing methods, Moderate risk food holding temperature"
416,5118,KFC,1150 TARAVAL St,94116,37.742948,-122.47873200000001,14155733314,5/16/18,96,"Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings"
418,32992,Underdog,1634 Irving St,94122,37.763658,-122.475682,14155668881,7/7/16,93,Improper reheating of food
419,2358,TAQUERIA SAN JOSE #1,2830 MISSION St,94110,37.751687,-122.41845500000001,14155280203,9/18/18,87,"Employee eating or smoking, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper reheating of food"
422,2690,LOS PANCHOS,3206 MISSION St,94110,37.745515999999995,-122.420004,14155281033,5/22/18,89,"Moderate risk food holding temperature, Improper cooling methods"
424,2749,TAQUERIA CANCUN,3211 MISSION St,94110,37.745433,-122.419945,14155551414,5/18/18,89,"Wiping cloths not clean or properly stored or inadequate sanitizer, Unclean or degraded floors walls or ceilings, Improper cooling methods"
427,1567,TANPOPO,1740 BUCHANAN St,94115,37.785961,-122.429776,14155347132,4/19/16,87,"Improper food storage, Unclean or degraded floors walls or ceilings, Unapproved or unmaintained equipment or utensils, High risk food holding temperature"
431,71168,Mangrove Kitchen,312 DIVISADERO St,94117,37.772458,-122.437247,14155795454,6/28/18,88,"Improper food storage, Unapproved or unmaintained equipment or utensils, Food safety certificate or food handler card not available, Inadequately cleaned or sanitized food contact surfaces, Inadequate ventilation or lighting"
436,5175,NEIGHBORHOOD BAPTIST CHURCH,608 HAYES St,94102,37.776503999999996,-122.426446,14155628748,7/27/18,98,Unapproved or unmaintained equipment or utensils
437,59044,Taqueria Cazadores,1600 C Mission St,94110,37.749851,-122.415121,14156781286,1/22/18,78,"High risk vermin infestation, Inadequate and inaccessible handwashing facilities, High risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces"
441,63971,Munchboxx,643 Clay St,94111,37.794554,-122.403827,14155514286,9/12/16,96,"Unclean or degraded floors walls or ceilings, Unclean nonfood contact surfaces"
443,4978,Angel's Market,1649 Castro St,94114,37.748214000000004,-122.433746,14155648309,5/22/18,96,Food in poor condition
444,856,DELFINA RESTAURANT,3621 18th St,94110,37.761514,-122.424318,14155554094,5/10/18,96,Inadequate food safety knowledge or lack of certified food safety manager
445,3665,Tower Carwash,1601 Mission St,94102,37.772025,-122.41911200000001,14155559274,9/17/18,96,Inadequately cleaned or sanitized food contact surfaces
446,24198,Olivo's Taqueria,1017 Larkin St,94109,37.787288000000004,-122.41838899999999,14155933019,3/13/18,89,"Unclean nonfood contact surfaces, Improper cooling methods, Low risk vermin infestation"
449,2676,FIREFLY,4288 24th St,94114,37.751068,-122.43824199999999,14155827652,5/24/18,96,Moderate risk food holding temperature
450,2553,Its Tops Coffee Shop,1801 Market St,94103,37.771497,-122.423802,14155436395,3/8/18,74,"Inadequate and inaccessible handwashing facilities, Unclean or unsanitary food contact surfaces, Inadequate food safety knowledge or lack of certified food safety manager, Moderate risk food holding temperature, High risk vermin infestation"
455,7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,94110,37.752162,-122.420585,14155286863,3/8/18,87,"High risk food holding temperature, Unclean nonfood contact surfaces, Improper or defective plumbing, Improper food storage"
459,63082,The Brick Yard,1787 Union St,94123,37.797933,-122.428627,14156677676,7/31/18,81,"High risk vermin infestation, Moderate risk food holding temperature, Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities, Unclean unmaintained or improperly constructed toilet facilities"
464,2777,Starbucks Coffee,052 California St,94111,37.793632,-122.397023,14155398630,10/3/17,94,"Inadequate warewashing facilities or equipment, Food safety certificate or food handler card not available, Improper food storage"
467,4475,Spot Light Market,298 Guerrero St,94103,37.766424,-122.42431100000002,14155862778,3/8/18,96,"Low risk vermin infestation, Improper food storage"
469,3895,Cable Car Restaurant,1040 Columbus Ave,94133,37.803984,-122.415453,14155744455,3/13/18,82,"Unapproved or unmaintained equipment or utensils, Improper food storage, Moderate risk food holding temperature, Insufficient hot water or running water, Improper storage of equipment utensils or linens, Moderate risk vermin infestation"
475,3626,Beretta,1199 VALENCIA St,94110,37.753823,-122.420786,14155691199,5/29/18,90,"Inadequate and inaccessible handwashing facilities, Low risk vermin infestation, Inadequate food safety knowledge or lack of certified food safety manager"
478,69753,Sift Cupcake & Dessert Bar,2411 California St,94115,37.788834,-122.43401999999999,14155503030,7/30/18,87,"Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, High risk vermin infestation"
481,2356,TAQUERIA EL FAROLITO,2779 MISSION St,94110,37.752634,-122.41848600000002,14155823848,7/30/18,88,"Wiping cloths not clean or properly stored or inadequate sanitizer, Unapproved or unmaintained equipment or utensils, Improper storage of equipment utensils or linens, Unclean nonfood contact surfaces, Foods not protected from contamination"
486,3302,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER St,94115,37.785138,-122.440904,14155927631,5/30/18,90,"Moderate risk vermin infestation, Insufficient hot water or running water, Unapproved or unmaintained equipment or utensils"
489,3948,Mel's Drive-In,833 MISSION St,94103,37.78355,-122.40535600000001,14155220793,3/8/18,92,"Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer, Unclean or degraded floors walls or ceilings"
492,34708,Piqueos LLC,830 CORTLAND Ave,94110,37.738893,-122.414078,14155288812,3/13/18,90,"Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Food safety certificate or food handler card not available, Unapproved or unmaintained equipment or utensils"
496,1983,Four Star Theatre - Snack Bar,2200 CLEMENT St,94118,37.782128,-122.48291100000002,14155956449,3/12/18,96,"Improper or defective plumbing, Unapproved or unmaintained equipment or utensils"
498,63619,Subway Sandwiches,77 Van Ness Ave #100,94102,37.776133,-122.41948400000001,14155981866,7/31/18,89,"High risk food holding temperature, Inadequate and inaccessible handwashing facilities"
500,1003,RINCON PERUANO RESTAURANT,3364 26th St,94110,37.749128000000006,-122.417402,14155897712,3/14/18,92,"Wiping cloths not clean or properly stored or inadequate sanitizer, Low risk vermin infestation, Employee eating or smoking"
503,1332,CHLOE'S,1399 CHURCH St,94114,37.748594,-122.427116,14155644116,5/24/18,92,"Moderate risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces"
505,281,PARMA RESTAURANT,3314 STEINER St,94123,37.799807,-122.437649,14155560500,3/8/18,98,Food safety certificate or food handler card not available
506,61856,Yoppi Yogurt,101 California St,94111,37.793424,-122.398168,14155264677,5/23/18,94,"Low risk vermin infestation, Permit license or inspection report not posted, Improper or defective plumbing"
509,4531,AK SUBS,397 08th St,94103,37.773884,-122.408631,14155249600,5/23/18,92,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation"
512,69195,Center Cafe,205 13th St,94103,37.769751,-122.41832,14155863888,6/21/17,81,"Unclean or degraded floors walls or ceilings, Improper food storage, Moderate risk vermin infestation, High risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper or defective plumbing"
518,544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534000000005,-122.46661499999999,14155387992,9/25/18,72,"Moderate risk food holding temperature, Unclean or unsanitary food contact surfaces, Other high risk violation, Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation, Other low risk violation"
525,3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.40399099999999,14155469666,9/5/17,73,"Permit license or inspection report not posted, Inadequately cleaned or sanitized food contact surfaces, Improper cooling methods, Unapproved or unmaintained equipment or utensils, Inadequate or unsanitary refuse containers or area or no garbage service, Unclean or degraded floors walls or ceilings, Foods not protected from contamination, Moderate risk vermin infestation"
533,2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,94109,37.783053,-122.41898799999998,14155672641,9/20/17,86,"Inadequate or unsanitary refuse containers or area or no garbage service, Food safety certificate or food handler card not available, Unclean or degraded floors walls or ceilings, Inadequately cleaned or sanitized food contact surfaces, Moderate risk vermin infestation"
538,2750,HAMANO SUSHI,1332 CASTRO St,94114,37.750778000000004,-122.43406499999999,14155820825,8/1/18,88,"Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Inadequately cleaned or sanitized food contact surfaces, Unclean nonfood contact surfaces"
542,19373,Las Isletas,4508 03rd St,94124,37.737021,-122.39004299999999,14155577698,1/3/18,73,"Improper thawing methods, Improper or defective plumbing, Foods not protected from contamination, Unclean or unsanitary food contact surfaces, Unclean nonfood contact surfaces, Moderate risk vermin infestation, Moderate risk food holding temperature"
549,6904,BUCHANAN FOOD MART,2135 BUCHANAN St,94115,37.789844,-122.43068400000001,14155937420,9/26/18,96,"Food safety certificate or food handler card not available, Unapproved or unmaintained equipment or utensils"
551,59009,Woodhouse Fish Co.,1914 FILLMORE St,94116,37.787386,-122.433476,14155432722,9/27/18,90,"Unapproved or unmaintained equipment or utensils, Inadequate and inaccessible handwashing facilities, Moderate risk vermin infestation"
554,3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.42123400000001,14155868840,6/25/18,77,"Unclean or unsanitary food contact surfaces, Unclean hands or improper use of gloves, Unclean nonfood contact surfaces, High risk food holding temperature"
558,3221,PASQUALES,700 IRVING St,94122,37.764108,-122.46551200000002,14155662140,6/8/18,90,"Low risk vermin infestation, Inadequate and inaccessible handwashing facilities, Inadequately cleaned or sanitized food contact surfaces"
561,7664,NORM'S MARKET,2201 BRYANT St,94110,37.759045,-122.409726,14155643031,3/12/18,96,Moderate risk vermin infestation
562,36208,Silver Cafe,4300 MISSION St,94112,37.728582,-122.431482,14155583237,10/11/17,90,"Improper storage use or identification of toxic substances, Wiping cloths not clean or properly stored or inadequate sanitizer, Inadequate dressing rooms or improper storage of personal items, Moderate risk food holding temperature"
566,2369,CLOONEY'S,1401 Valencia St,94110,37.750374,-122.420456,14155824988,3/13/18,83,"Unclean nonfood contact surfaces, Inadequate and inaccessible handwashing facilities, Unclean or unsanitary food contact surfaces, Moderate risk food holding temperature"
570,61500,Happy Lounge,3745 Geary Blvd,94118,37.781143,-122.459709,14155662323,9/27/18,94,"Inadequately cleaned or sanitized food contact surfaces, Low risk vermin infestation"
572,2731,Main Kitchen-Mission Grille,55 04th St,94103,37.784964,-122.404752,14155891600,11/7/17,96,Inadequately cleaned or sanitized food contact surfaces
573,1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.44118300000001,14155404078,5/21/18,74,"Wiping cloths not clean or properly stored or inadequate sanitizer, Improper thawing methods, Improper storage of equipment utensils or linens, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities, Moderate risk food holding temperature, Foods not protected from contamination, Unapproved or unmaintained equipment or utensils"
581,3616,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO St,94110,37.75527,-122.42325600000001,14155286789,1/26/18,87,"Moderate risk vermin infestation, Unclean or unsanitary food contact surfaces, Unapproved or unmaintained equipment or utensils"
584,63493,The Golden West,8 Trinity Pl,94104,37.790053,-122.40258600000001,14155270896,12/28/17,78,"Wiping cloths not clean or properly stored or inadequate sanitizer, High risk vermin infestation, Improper storage use or identification of toxic substances, Insufficient hot water or running water, High risk food holding temperature"
589,1337,Sabor De San Miguel,3263 MISSION St,94110,37.744726,-122.420395,14155645866,5/25/18,90,"Unclean or degraded floors walls or ceilings, Foods not protected from contamination, Wiping cloths not clean or properly stored or inadequate sanitizer, Unclean nonfood contact surfaces"
593,3055,"SAFEWAY STORES, INC. #995",1335 Webster St,94115,37.783253,-122.43103400000001,14155924557,6/6/17,89,"Improper or defective plumbing, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper cooling methods"
596,3317,Pane e Vino Trattoria,1715 UNION St,94123,37.798063,-122.427637,14155442111,5/29/18,86,"High risk vermin infestation, High risk food holding temperature"
598,1950,BULLSHEAD RESTAURANT,840 ULLOA St,94127,37.740784999999995,-122.465507,14155664350,9/24/18,92,"Inadequately cleaned or sanitized food contact surfaces, Inadequate and inaccessible handwashing facilities"
600,65624,Tacko Shop,3115 Fillmore St,94123,37.798272999999995,-122.435774,14155793534,1/3/18,92,"Improper storage of equipment utensils or linens, Foods not protected from contamination, Unclean or degraded floors walls or ceilings"
603,2648,BALOMPIE CAFE,3349 18th St,94110,37.761835999999995,-122.418296,14155649199,7/31/18,86,"Inadequate and inaccessible handwashing facilities, Inadequate food safety knowledge or lack of certified food safety manager, Wiping cloths not clean or properly stored or inadequate sanitizer, Foods not protected from contamination"
607,63406,Baker Street Bistro,2953 BAKER St,94123,37.798171999999994,-122.44596200000001,14155931475,12/27/17,92,"Improper food storage, Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer"
610,10615,Rulli Risto-Bar,2300 Chestnut St.,94123,37.800188,-122.44145400000001,14155927478,7/13/16,96,Inadequate and inaccessible handwashing facilities
611,4620,WELCOME SUPER MARKET,1141 FOLSOM St,94103,37.776057,-122.40868200000001,14155437007,10/4/17,90,"Unclean nonfood contact surfaces, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities"
614,5834,Presidio Middle School,450 30th Ave,94121,37.780823,-122.490105,14155758435,10/1/18,98,Unapproved or unmaintained equipment or utensils
615,1778,Academy Bar & Kitchen,1800 Fillmore St,94115,37.786497999999995,-122.430283,14155771800,9/27/18,91,"Unclean or unsanitary food contact surfaces, Unapproved or unmaintained equipment or utensils"
617,3690,BENIHANA OF TOKYO,1737 POST St,94115,37.785457,-122.43031699999999,14155564844,5/17/16,96,"Low risk vermin infestation, Improper food storage"
619,994,RAILROAD EXPRESSO CAFE,705 \ Blvd,94127,37.731513,-122.45133,14155334009,10/10/17,96,"Unclean or degraded floors walls or ceilings, Food safety certificate or food handler card not available"
621,5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,94114,37.759173,-122.43648799999998,14155246276,9/26/18,96,Inadequate and inaccessible handwashing facilities
622,5257,LITTLE BAOBAB,3388 19th St,94110,37.760295,-122.418953,14155776209,9/25/18,87,"Unclean nonfood contact surfaces, Low risk vermin infestation, Unapproved or unmaintained equipment or utensils, Unclean hands or improper use of gloves"
626,62069,Golden Eagle Deli & Grill,4401 03rd St,94124,37.737719,-122.389559,14155822110,9/19/18,92,"Food safety certificate or food handler card not available, Moderate risk food holding temperature, Unclean nonfood contact surfaces"
629,3253,S F GOLF CLUB,1310 Junipero Serra Blvd,94132,37.711329,-122.47131599999999,14155464100,12/29/17,87,"Unclean or degraded floors walls or ceilings, Unclean or unsanitary food contact surfaces, Food safety certificate or food handler card not available, Improper or defective plumbing"
633,2325,THE CITRUS CLUB,1790 HAIGHT St,94117,37.769428000000005,-122.451604,14155759656,6/15/18,72,"Unclean or unsanitary food contact surfaces, Inadequate and inaccessible handwashing facilities, Moderate risk vermin infestation, Unapproved or unmaintained equipment or utensils, High risk food holding temperature, Foods not protected from contamination"
639,3838,CAFE PICARO,3120 16th St,94103,37.764908,-122.42244199999999,14155434089,6/20/18,90,"Unclean nonfood contact surfaces, Improper storage of equipment utensils or linens, Wiping cloths not clean or properly stored or inadequate sanitizer, Foods not protected from contamination"
643,1147,UA Twin Stonestown,501 Buckingham Way,94132,37.730105,-122.47844099999999,14155680331,1/2/18,94,"Unapproved or unmaintained equipment or utensils, Insufficient hot water or running water"
645,65060,Atelier Crenn,3127 FILLMORE St,94123,37.798403,-122.435804,14155440460,3/12/18,98,Permit license or inspection report not posted
646,33865,Nabe,1325 09th Ave,94122,37.758941,-122.48591,14155732658,9/26/17,90,"Inadequate and inaccessible handwashing facilities, Inadequately cleaned or sanitized food contact surfaces, Unclean or degraded floors walls or ceilings"
649,68560,Wow Naan-N-Curry,642 Irving St,94122,37.764128,-122.46496100000002,14155667225,3/16/18,90,"Food safety certificate or food handler card not available, Unclean or degraded floors walls or ceilings, Permit license or inspection report not posted, Moderate risk vermin infestation"
653,4849,FAMILY MARKET,198 BROAD St,94112,37.713219,-122.458851,14155582458,3/21/18,88,"Unapproved or unmaintained equipment or utensils, Insufficient hot water or running water, Wiping cloths not clean or properly stored or inadequate sanitizer, Inadequate and inaccessible handwashing facilities"
657,39113,Green Papaya Restaurant,825 MISSION St,94103,37.783827,-122.405051,14155494237,3/19/18,91,"High risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer"
659,69475,"La Corneta, Inc",2834 Diamond St,94131,37.734012,-122.434072,14155468757,3/19/18,96,"Unclean or degraded floors walls or ceilings, Low risk vermin infestation"
661,68909,Cafe La Flore,1340 Irving St,94122,37.763798,-122.472422,14155756525,3/27/18,96,Foods not protected from contamination
662,7105,CENTRAL HAIGHT MARKET,1301 HAIGHT St,94117,37.77036,-122.4437,14155625203,6/5/18,94,"Moderate risk food holding temperature, No thermometers or uncalibrated thermometers"
664,36589,Catering With Style,2800 BRYANT St,94110,37.749603,-122.408928,14155201276,6/4/18,67,"Improper food storage, High risk vermin infestation, Unclean nonfood contact surfaces, Improper thawing methods, Foods not protected from contamination, Permit license or inspection report not posted, Inadequately cleaned or sanitized food contact surfaces, Moderate risk food holding temperature, Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings"
674,3260,KENTUCKY FRIED CHICKEN,2040 OCEAN Ave,94127,37.726337,-122.46503100000001,14155580566,3/20/18,94,"Unapproved or unmaintained equipment or utensils, Moderate risk food holding temperature"
676,290,BISTRO AIX,3340 STEINER St,94123,37.800187,-122.43775600000001,14155200100,3/20/18,98,Food safety certificate or food handler card not available
677,1963,Spiazzo,033 WEST PORTAL Ave,94127,37.740456,-122.466108,14155669511,9/24/18,96,Inadequate and inaccessible handwashing facilities
678,5997,STONESTOWN FAMILY YMCA (SR. ANNEX),3150 20th Ave,94132,37.730576,-122.47588,14155247715,1/2/18,98,Wiping cloths not clean or properly stored or inadequate sanitizer
679,31568,Taqueria El Sol #2,595 Geary St,94102,37.786709,-122.413068,14155440405,3/21/18,90,"Inadequate and inaccessible handwashing facilities, Insufficient hot water or running water, Permit license or inspection report not posted"
682,1300,WE BE SUSHI,1071 VALENCIA St,94110,37.755824,-122.42098600000001,14155820607,5/31/18,92,"Unclean nonfood contact surfaces, Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils"
685,4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,94103,37.78215,-122.41030500000001,14155866773,3/21/18,92,"Improper storage use or identification of toxic substances, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature"
688,66536,Cypress Grill,99 Harding Park Rd,94132,37.723698,-122.49528899999999,14155664690,10/18/17,83,"Inadequately cleaned or sanitized food contact surfaces, High risk food holding temperature, Inadequate and inaccessible handwashing facilities, Unclean or degraded floors walls or ceilings"
692,64524,Fresca Restaurant,737 IRVING St,94122,37.764033000000005,-122.4659,14155745727,3/15/18,86,"Unclean or degraded floors walls or ceilings, Inadequately cleaned or sanitized food contact surfaces, Foods not protected from contamination, Moderate risk food holding temperature"
696,323,WAYO,1407 VAN NESS Ave,94109,37.788609,-122.42213000000001,14155478369,8/2/18,98,Unapproved or unmaintained equipment or utensils
697,3784,BLOWFISH SUSHI,2170 BRYANT St,94110,37.759488,-122.409931,14155283848,3/22/18,86,"Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities"
701,3885,IZZY'S STEAK & CHOP HOUSE,3345 STEINER St,94123,37.800384,-122.43786399999999,14155560487,3/21/18,86,"Inadequately cleaned or sanitized food contact surfaces, Noncompliance with shell fish tags or display, Improper food storage, Inadequate sewage or wastewater disposal"
705,5185,260 Golden Gate Family Residence,260 Golden Gate Ave,94102,37.781791999999996,-122.414891,14155299930,8/2/18,96,Inadequately cleaned or sanitized food contact surfaces
706,64380,Michael Mina Restaurant,252 California St,94111,37.793338,-122.399583,14155350791,6/6/18,83,"Unapproved or unmaintained equipment or utensils, Inadequately cleaned or sanitized food contact surfaces, High risk food holding temperature, Unclean or degraded floors walls or ceilings, Inadequate warewashing facilities or equipment"
711,63897,Bob's Donuts and Pastries,1621 Polk St,94109,37.791914,-122.420984,14155773141,3/19/18,90,"Foods not protected from contamination, Unclean nonfood contact surfaces, Inadequate and inaccessible handwashing facilities"
714,557,KATIA'S,600 05th Ave,94118,37.77721,-122.462874,14155669292,10/18/17,76,"Unclean or unsanitary food contact surfaces, Inadequate food safety knowledge or lack of certified food safety manager, Insufficient hot water or running water, Unapproved or unmaintained equipment or utensils, Unclean hands or improper use of gloves"
719,2483,CAFE UNION,1830 UNION St,94123,37.797878000000004,-122.42950400000001,14155674119,6/6/18,96,Moderate risk food holding temperature
720,7211,RELIANCE MARKET,699 Castro St,94114,37.757743,-122.434626,14155864787,10/18/17,88,"Inadequate and inaccessible handwashing facilities, Food in poor condition, Food safety certificate or food handler card not available, Unclean or degraded floors walls or ceilings"
724,2724,HUNAN EMPIRE,2001 Union St #107,94123,37.797443,-122.43253700000001,14155774735,6/4/18,96,Improper thawing methods
725,9155,STARBUCKS,350 RHODE ISLAND,94103,37.765427,-122.40264499999999,14155240256,3/28/18,98,Unclean or degraded floors walls or ceilings
726,65057,The Brixton,2140 UNION St,94123,37.797238,-122.434533,14155401114,5/30/18,92,"Unclean or degraded floors walls or ceilings, Unclean nonfood contact surfaces, Foods not protected from contamination"
729,63503,Mason Street Deli and Market,39 MASON,94102,37.784094,-122.409274,14155624312,6/4/18,96,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings"
731,1219,PAZZO,2 HENRY ADAMS St,94103,37.769287,-122.403974,14155556315,10/31/16,91,"High risk food holding temperature, Unclean or degraded floors walls or ceilings"
733,3102,TOWN'S END RESTAURANT & BAKERY,2 TOWNSEND St,94107,37.781865,-122.388433,14155510749,6/5/18,82,"Unapproved or unmaintained equipment or utensils, Inadequate and inaccessible handwashing facilities, Inadequately cleaned or sanitized food contact surfaces, Employee eating or smoking, Moderate risk vermin infestation"
738,146,DEJA VU PIZZA & PASTA,3227 16th St,94103,37.764713,-122.42470900000001,14155251600,3/15/18,81,"Improper food storage, Moderate risk vermin infestation, Wiping cloths not clean or properly stored or inadequate sanitizer, Unclean hands or improper use of gloves, Moderate risk food holding temperature"
743,33728,Split Pea Seduction,138 06th St.,94103,37.774722,-122.40676100000002,14155552223,3/21/18,96,"Inadequate warewashing facilities or equipment, Unclean or degraded floors walls or ceilings"
745,7207,GOLDEN PRODUCE,172 CHURCH St,94114,37.768187,-122.429024,14155431536,6/5/18,82,"Food in poor condition, Moderate risk vermin infestation, Foods not protected from contamination, Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities"
750,9710,RICKSHAW STOP,155 FELL ST,94102,37.776223,-122.420497,14150286135,7/11/16,94,"Improper storage use or identification of toxic substances, Moderate risk vermin infestation"
752,63618,Contraband Coffee LLC,1415 Larkin St,94109,37.790933,-122.41913999999998,14155221520,8/2/18,96,"Food safety certificate or food handler card not available, Unclean or degraded floors walls or ceilings"
754,66895,Izakaya Yuzuki,598 GUERRERO St,94110,37.761603,-122.423869,14155559898,6/3/16,88,"Inadequately cleaned or sanitized food contact surfaces, Wiping cloths not clean or properly stored or inadequate sanitizer, Foods not protected from contamination, Unclean nonfood contact surfaces"
758,1261,REVERIE COFFEE CAFE,848 COLE St,94117,37.766096999999995,-122.449997,14155240200,12/1/17,88,"Permit license or inspection report not posted, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Food safety certificate or food handler card not available, Improper food storage"
763,3877,BALBOA CAFE,3199 FILLMORE St,94123,37.798835,-122.43589399999999,14155923944,1/4/18,79,"High risk food holding temperature, Foods not protected from contamination, Wiping cloths not clean or properly stored or inadequate sanitizer, Insufficient hot water or running water, Inadequately cleaned or sanitized food contact surfaces"
768,69576,Roam Artisan Burgers,1923 Fillmore Street,94115,37.787538,-122.43361100000001,14155597133,8/2/18,94,"Unapproved or unmaintained equipment or utensils, Moderate risk vermin infestation"
770,7646,VALENCIA GROCERY,1300 VALENCIA St,94110,37.752059,-122.42071299999999,14155646071,6/5/18,96,Moderate risk vermin infestation
771,71287,Glaze Teriyaki,1946 FILLMORE St,94115,37.787778,-122.43355700000001,14155779878,1/10/18,86,"Improper or defective plumbing, Unapproved or unmaintained equipment or utensils, Improper storage of equipment utensils or linens, Inadequate food safety knowledge or lack of certified food safety manager, Inadequately cleaned or sanitized food contact surfaces"
776,3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER St,94123,37.800215,-122.43783400000001,14155564903,3/20/18,88,"Inadequate food safety knowledge or lack of certified food safety manager, Foods not protected from contamination, Moderate risk food holding temperature"
779,68259,Balboa Theater,3630 BALBOA St,94121,37.775752000000004,-122.49765500000001,14155759366,3/27/18,96,"Unclean or degraded floors walls or ceilings, Unapproved or unmaintained equipment or utensils"
781,62814,Hot Spud,2640 Mason St,94133,37.807888,-122.414027,14155866191,1/8/18,98,Unclean or degraded floors walls or ceilings
782,1026,PHUKET THAI RESTAURANT,248 DIVISADERO St,94117,37.771117,-122.436976,14155979594,7/26/16,87,"Unclean nonfood contact surfaces, Improper cooling methods, Inadequately cleaned or sanitized food contact surfaces"
785,6912,"STORE ON THE CORNER, THE",121 NEW MONTGOMERY St,94105,37.787113,-122.400052,14155783348,8/11/16,86,"Insufficient hot water or running water, Inadequately cleaned or sanitized food contact surfaces, Permit license or inspection report not posted, Inadequate procedures or records for time as a public health control"
789,10668,A16,2355 CHESTNUT ST,94123,37.800043,-122.442097,14155227444,1/5/18,96,"Improper or defective plumbing, Unclean or degraded floors walls or ceilings"
791,5168,CONGREGATION SHERITH ISRAEL,2266 CALIFORNIA St,94115,37.789225,-122.431643,14155341720,8/9/18,89,"Unclean or unsanitary food contact surfaces, Moderate risk vermin infestation"
793,2384,TWO JACKS SEAFOOD,401 HAIGHT St,94117,37.772273999999996,-122.428997,14155436290,1/4/18,87,"High risk vermin infestation, Unclean or degraded floors walls or ceilings, Improper or defective plumbing, Food safety certificate or food handler card not available"
